Year,Publisher,Games,Sales,Json
2013,Moss,1,0.01,"{'Publisher':'Moss','Games':1,'Sales':0.01},"
2013,Namco Bandai Games,63,9.96,"{'Publisher':'Namco Bandai Games','Games':63,'Sales':9.96},"
2013,Nintendo,23,52.79,"{'Publisher':'Nintendo','Games':23,'Sales':52.79},"
2013,Nippon Columbia,2,0.23,"{'Publisher':'Nippon Columbia','Games':2,'Sales':0.23},"
2013,Nippon Ichi Software,18,3.47,"{'Publisher':'Nippon Ichi Software','Games':18,'Sales':3.47},"
2013,Nordic Games,2,0.06,"{'Publisher':'Nordic Games','Games':2,'Sales':0.06},"
2013,Office Create,1,0.03,"{'Publisher':'Office Create','Games':1,'Sales':0.03},"
2013,Otomate,1,0.01,"{'Publisher':'Otomate','Games':1,'Sales':0.01},"
2013,Paon Corporation,1,0.03,"{'Publisher':'Paon Corporation','Games':1,'Sales':0.03},"
2013,PQube,1,0.21,"{'Publisher':'PQube','Games':1,'Sales':0.21},"
2013,Prototype,1,0.01,"{'Publisher':'Prototype','Games':1,'Sales':0.01},"
2013,Quinrose,2,0.02,"{'Publisher':'Quinrose','Games':2,'Sales':0.02},"
2013,Rising Star Games,3,0.48,"{'Publisher':'Rising Star Games','Games':3,'Sales':0.48},"
2013,Rocket Company,1,0.08,"{'Publisher':'Rocket Company','Games':1,'Sales':0.08},"
2013,Screenlife,4,0.83,"{'Publisher':'Screenlife','Games':4,'Sales':0.83},"
2013,Sega,17,5.26,"{'Publisher':'Sega','Games':17,'Sales':5.26},"
2013,Seventh Chord,1,0.08,"{'Publisher':'Seventh Chord','Games':1,'Sales':0.08},"
2013,Sony Computer Entertainment,12,12.61,"{'Publisher':'Sony Computer Entertainment','Games':12,'Sales':12.61},"
2013,Sony Computer Entertainment Europe,7,10.52,"{'Publisher':'Sony Computer Entertainment Europe','Games':7,'Sales':10.52},"
2013,Square Enix,16,13.86,"{'Publisher':'Square Enix','Games':16,'Sales':13.86},"
2013,Success,1,0.07,"{'Publisher':'Success','Games':1,'Sales':0.07},"
2013,System 3,3,0.22,"{'Publisher':'System 3','Games':3,'Sales':0.22},"
2013,Takara Tomy,2,0.16,"{'Publisher':'Takara Tomy','Games':2,'Sales':0.16},"
2013,Take-Two Interactive,16,52.41,"{'Publisher':'Take-Two Interactive','Games':16,'Sales':52.41},"
2013,Tecmo Koei,19,2.67,"{'Publisher':'Tecmo Koei','Games':19,'Sales':2.67},"
2013,THQ,1,0.36,"{'Publisher':'THQ','Games':1,'Sales':0.36},"
2013,Trion Worlds,3,1.14,"{'Publisher':'Trion Worlds','Games':3,'Sales':1.14},"
2013,Ubisoft,29,27.39,"{'Publisher':'Ubisoft','Games':29,'Sales':27.39},"
2013,Unknown,2,0.06,"{'Publisher':'Unknown','Games':2,'Sales':0.06},"
2013,Warner Bros. Interactive Entertainment,26,20.36,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':26,'Sales':20.36},"
2013,Xseed Games,1,0.19,"{'Publisher':'Xseed Games','Games':1,'Sales':0.19},"
2014,505 Games,6,1.74,"{'Publisher':'505 Games','Games':6,'Sales':1.74},"
2014,5pb,7,0.13,"{'Publisher':'5pb','Games':7,'Sales':0.13},"
2014,Acquire,1,0.11,"{'Publisher':'Acquire','Games':1,'Sales':0.11},"
2014,Activision,42,44.48,"{'Publisher':'Activision','Games':42,'Sales':44.48},"
2014,Activision Blizzard,1,0.48,"{'Publisher':'Activision Blizzard','Games':1,'Sales':0.48},"
2014,Aksys Games,2,0.18,"{'Publisher':'Aksys Games','Games':2,'Sales':0.18},"
2014,Arc System Works,4,0.51,"{'Publisher':'Arc System Works','Games':4,'Sales':0.51},"
2014,ArtDink,1,0.06,"{'Publisher':'ArtDink','Games':1,'Sales':0.06},"
2014,ASCII Media Works,1,0.01,"{'Publisher':'ASCII Media Works','Games':1,'Sales':0.01},"
2014,Atlus,5,0.59,"{'Publisher':'Atlus','Games':5,'Sales':0.59},"
2014,Bethesda Softworks,11,8.68,"{'Publisher':'Bethesda Softworks','Games':11,'Sales':8.68},"
2014,Big Fish Games,1,0.03,"{'Publisher':'Big Fish Games','Games':1,'Sales':0.03},"
2014,Capcom,4,0.32,"{'Publisher':'Capcom','Games':4,'Sales':0.32},"
2014,City Interactive,1,0.07,"{'Publisher':'City Interactive','Games':1,'Sales':0.07},"
2014,Codemasters,6,1.19,"{'Publisher':'Codemasters','Games':6,'Sales':1.19},"
2014,Compile Heart,5,0.23,"{'Publisher':'Compile Heart','Games':5,'Sales':0.23},"
2014,D3Publisher,2,0.08,"{'Publisher':'D3Publisher','Games':2,'Sales':0.08},"
2014,Deep Silver,12,1.89,"{'Publisher':'Deep Silver','Games':12,'Sales':1.89},"
2014,Disney Interactive Studios,10,4.22,"{'Publisher':'Disney Interactive Studios','Games':10,'Sales':4.22},"
2014,Electronic Arts,36,46.8,"{'Publisher':'Electronic Arts','Games':36,'Sales':46.8},"
2014,Experience Inc.,1,0.01,"{'Publisher':'Experience Inc.','Games':1,'Sales':0.01},"
2014,Focus Home Interactive,11,2.05,"{'Publisher':'Focus Home Interactive','Games':11,'Sales':2.05},"
2014,FuRyu,3,0.16,"{'Publisher':'FuRyu','Games':3,'Sales':0.16},"
2014,Giga,1,0.02,"{'Publisher':'Giga','Games':1,'Sales':0.02},"
2014,GungHo,1,0.04,"{'Publisher':'GungHo','Games':1,'Sales':0.04},"
2014,Happinet,2,0.11,"{'Publisher':'Happinet','Games':2,'Sales':0.11},"
2014,Idea Factory,13,0.66,"{'Publisher':'Idea Factory','Games':13,'Sales':0.66},"
2014,Idea Factory International,3,0.38,"{'Publisher':'Idea Factory International','Games':3,'Sales':0.38},"
2014,imageepoch Inc.,2,0.04,"{'Publisher':'imageepoch Inc.','Games':2,'Sales':0.04},"
2014,Kadokawa Games,5,0.2,"{'Publisher':'Kadokawa Games','Games':5,'Sales':0.2},"
2014,Kadokawa Shoten,1,0.14,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.14},"
2014,Kalypso Media,2,0.19,"{'Publisher':'Kalypso Media','Games':2,'Sales':0.19},"
2014,Konami Digital Entertainment,18,5.06,"{'Publisher':'Konami Digital Entertainment','Games':18,'Sales':5.06},"
2014,Level 5,1,2.68,"{'Publisher':'Level 5','Games':1,'Sales':2.68},"
2014,Little Orbit,9,1.14,"{'Publisher':'Little Orbit','Games':9,'Sales':1.14},"
2014,Marvelous Entertainment,4,0.31,"{'Publisher':'Marvelous Entertainment','Games':4,'Sales':0.31},"
2014,Marvelous Interactive,3,0.27,"{'Publisher':'Marvelous Interactive','Games':3,'Sales':0.27},"
2014,Microsoft Game Studios,9,10.31,"{'Publisher':'Microsoft Game Studios','Games':9,'Sales':10.31},"
2014,Milestone S.r.l.,4,0.41,"{'Publisher':'Milestone S.r.l.','Games':4,'Sales':0.41},"
2014,N/A,2,0.02,"{'Publisher':'N/A','Games':2,'Sales':0.02},"
2014,Namco Bandai Games,69,9.64,"{'Publisher':'Namco Bandai Games','Games':69,'Sales':9.64},"
2014,Natsume,1,0.15,"{'Publisher':'Natsume','Games':1,'Sales':0.15},"
2014,NCSoft,1,0.17,"{'Publisher':'NCSoft','Games':1,'Sales':0.17},"
2014,Nihon Falcom Corporation,1,0.06,"{'Publisher':'Nihon Falcom Corporation','Games':1,'Sales':0.06},"
2014,Nintendo,20,48.65,"{'Publisher':'Nintendo','Games':20,'Sales':48.65},"
2014,Nippon Columbia,2,0.24,"{'Publisher':'Nippon Columbia','Games':2,'Sales':0.24},"
2014,Nippon Ichi Software,19,2.8,"{'Publisher':'Nippon Ichi Software','Games':19,'Sales':2.8},"
2014,Nitroplus,1,0.01,"{'Publisher':'Nitroplus','Games':1,'Sales':0.01},"
2014,Nordic Games,2,0.11,"{'Publisher':'Nordic Games','Games':2,'Sales':0.11},"
2014,Office Create,1,0.03,"{'Publisher':'Office Create','Games':1,'Sales':0.03},"
2014,Paradox Interactive,1,0.02,"{'Publisher':'Paradox Interactive','Games':1,'Sales':0.02},"
2014,Prototype,3,0.05,"{'Publisher':'Prototype','Games':3,'Sales':0.05},"
2014,Quinrose,2,0.02,"{'Publisher':'Quinrose','Games':2,'Sales':0.02},"
2014,Rocket Company,1,0.07,"{'Publisher':'Rocket Company','Games':1,'Sales':0.07},"
2014,Sega,23,5.64,"{'Publisher':'Sega','Games':23,'Sales':5.64},"
2014,Sony Computer Entertainment,13,19.02,"{'Publisher':'Sony Computer Entertainment','Games':13,'Sales':19.02},"
2014,Sony Computer Entertainment America,3,1.18,"{'Publisher':'Sony Computer Entertainment America','Games':3,'Sales':1.18},"
2014,Sony Computer Entertainment Europe,4,6.6,"{'Publisher':'Sony Computer Entertainment Europe','Games':4,'Sales':6.6},"
2014,Square Enix,26,10.35,"{'Publisher':'Square Enix','Games':26,'Sales':10.35},"
2014,Success,1,0.01,"{'Publisher':'Success','Games':1,'Sales':0.01},"
2014,Take-Two Interactive,15,30.26,"{'Publisher':'Take-Two Interactive','Games':15,'Sales':30.26},"
2014,Tecmo Koei,27,3.04,"{'Publisher':'Tecmo Koei','Games':27,'Sales':3.04},"
2014,Telltale Games,11,1.93,"{'Publisher':'Telltale Games','Games':11,'Sales':1.93},"
2014,Tru Blu Entertainment,2,0.03,"{'Publisher':'Tru Blu Entertainment','Games':2,'Sales':0.03},"
2014,Type-Moon,1,0.1,"{'Publisher':'Type-Moon','Games':1,'Sales':0.1},"
2014,Ubisoft,44,41.95,"{'Publisher':'Ubisoft','Games':44,'Sales':41.95},"
2014,Unknown,3,0.38,"{'Publisher':'Unknown','Games':3,'Sales':0.38},"
2014,Views,1,0.01,"{'Publisher':'Views','Games':1,'Sales':0.01},"
2014,Warner Bros. Interactive Entertainment,30,18.42,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':30,'Sales':18.42},"
2014,Xseed Games,1,0.11,"{'Publisher':'Xseed Games','Games':1,'Sales':0.11},"
2015,505 Games,4,0.61,"{'Publisher':'505 Games','Games':4,'Sales':0.61},"
2015,5pb,9,0.22,"{'Publisher':'5pb','Games':9,'Sales':0.22},"
2015,Activision,39,35.63,"{'Publisher':'Activision','Games':39,'Sales':35.63},"
2015,Aksys Games,3,0.12,"{'Publisher':'Aksys Games','Games':3,'Sales':0.12},"
2015,Alawar Entertainment,1,0.01,"{'Publisher':'Alawar Entertainment','Games':1,'Sales':0.01},"
2015,Alchemist,2,0.08,"{'Publisher':'Alchemist','Games':2,'Sales':0.08},"
2015,Alternative Software,1,0.02,"{'Publisher':'Alternative Software','Games':1,'Sales':0.02},"
2015,Aqua Plus,4,0.23,"{'Publisher':'Aqua Plus','Games':4,'Sales':0.23},"
2015,Arc System Works,4,0.09,"{'Publisher':'Arc System Works','Games':4,'Sales':0.09},"
2015,Asgard,1,0.02,"{'Publisher':'Asgard','Games':1,'Sales':0.02},"
2015,Atlus,3,0.38,"{'Publisher':'Atlus','Games':3,'Sales':0.38},"
2015,Avanquest Software,2,0.04,"{'Publisher':'Avanquest Software','Games':2,'Sales':0.04},"
2015,Bethesda Softworks,11,16.44,"{'Publisher':'Bethesda Softworks','Games':11,'Sales':16.44},"
2015,Bigben Interactive,13,0.84,"{'Publisher':'Bigben Interactive','Games':13,'Sales':0.84},"
2015,Broccoli,2,0.1,"{'Publisher':'Broccoli','Games':2,'Sales':0.1},"
2015,Capcom,16,5.64,"{'Publisher':'Capcom','Games':16,'Sales':5.64},"
2015,Codemasters,3,0.95,"{'Publisher':'Codemasters','Games':3,'Sales':0.95},"
2015,Compile Heart,3,0.11,"{'Publisher':'Compile Heart','Games':3,'Sales':0.11},"
2015,Cygames,1,0.03,"{'Publisher':'Cygames','Games':1,'Sales':0.03},"
2015,D3Publisher,5,0.21,"{'Publisher':'D3Publisher','Games':5,'Sales':0.21},"
2015,Deep Silver,7,1.01,"{'Publisher':'Deep Silver','Games':7,'Sales':1.01},"
2015,Devolver Digital,1,0.02,"{'Publisher':'Devolver Digital','Games':1,'Sales':0.02},"
2015,Disney Interactive Studios,6,2.48,"{'Publisher':'Disney Interactive Studios','Games':6,'Sales':2.48},"
2015,dramatic create,3,0.08,"{'Publisher':'dramatic create','Games':3,'Sales':0.08},"
2015,Electronic Arts,32,45.42,"{'Publisher':'Electronic Arts','Games':32,'Sales':45.42},"
2015,Experience Inc.,1,0.04,"{'Publisher':'Experience Inc.','Games':1,'Sales':0.04},"
2015,Extreme Entertainment Group,1,0.03,"{'Publisher':'Extreme Entertainment Group','Games':1,'Sales':0.03},"
2015,Focus Home Interactive,4,0.36,"{'Publisher':'Focus Home Interactive','Games':4,'Sales':0.36},"
2015,Focus Multimedia,1,0.02,"{'Publisher':'Focus Multimedia','Games':1,'Sales':0.02},"
2015,Funbox Media,1,0.01,"{'Publisher':'Funbox Media','Games':1,'Sales':0.01},"
2015,FuRyu,7,0.52,"{'Publisher':'FuRyu','Games':7,'Sales':0.52},"
2015,FuRyu Corporation,1,0.03,"{'Publisher':'FuRyu Corporation','Games':1,'Sales':0.03},"
2015,Happinet,2,0.03,"{'Publisher':'Happinet','Games':2,'Sales':0.03},"
2015,Harmonix Music Systems,2,0.8,"{'Publisher':'Harmonix Music Systems','Games':2,'Sales':0.8},"
2015,HuneX,2,0.03,"{'Publisher':'HuneX','Games':2,'Sales':0.03},"
2015,Idea Factory,14,0.29,"{'Publisher':'Idea Factory','Games':14,'Sales':0.29},"
2015,Idea Factory International,3,0.23,"{'Publisher':'Idea Factory International','Games':3,'Sales':0.23},"
2015,Intergrow,1,0.03,"{'Publisher':'Intergrow','Games':1,'Sales':0.03},"
2015,inXile Entertainment,1,0.1,"{'Publisher':'inXile Entertainment','Games':1,'Sales':0.1},"
2015,Kadokawa Games,4,0.09,"{'Publisher':'Kadokawa Games','Games':4,'Sales':0.09},"
2015,Kadokawa Shoten,1,0.07,"{'Publisher':'Kadokawa Shoten','Games':1,'Sales':0.07},"
2015,Kaga Create,5,0.13,"{'Publisher':'Kaga Create','Games':5,'Sales':0.13},"
2015,Kalypso Media,3,0.42,"{'Publisher':'Kalypso Media','Games':3,'Sales':0.42},"
2015,Koch Media,5,1.45,"{'Publisher':'Koch Media','Games':5,'Sales':1.45},"
2015,Konami Digital Entertainment,12,6.86,"{'Publisher':'Konami Digital Entertainment','Games':12,'Sales':6.86},"
2015,Level 5,2,2.31,"{'Publisher':'Level 5','Games':2,'Sales':2.31},"
2015,Little Orbit,13,0.7,"{'Publisher':'Little Orbit','Games':13,'Sales':0.7},"
2015,Marvel Entertainment,1,0.05,"{'Publisher':'Marvel Entertainment','Games':1,'Sales':0.05},"
2015,Marvelous Entertainment,2,0.22,"{'Publisher':'Marvelous Entertainment','Games':2,'Sales':0.22},"
2015,Marvelous Games,1,0.02,"{'Publisher':'Marvelous Games','Games':1,'Sales':0.02},"
2015,Marvelous Interactive,3,0.44,"{'Publisher':'Marvelous Interactive','Games':3,'Sales':0.44},"
2015,Microsoft Game Studios,5,9.95,"{'Publisher':'Microsoft Game Studios','Games':5,'Sales':9.95},"
2015,Milestone S.r.l.,9,0.73,"{'Publisher':'Milestone S.r.l.','Games':9,'Sales':0.73},"
2015,Minato Station,1,0.01,"{'Publisher':'Minato Station','Games':1,'Sales':0.01},"
2015,"mixi, Inc",1,0.86,"{'Publisher':'mixi, Inc','Games':1,'Sales':0.86},"
2015,Mojang,5,2.89,"{'Publisher':'Mojang','Games':5,'Sales':2.89},"
2015,Namco Bandai Games,68,15.56,"{'Publisher':'Namco Bandai Games','Games':68,'Sales':15.56},"
2015,Nihon Falcom Corporation,1,0.15,"{'Publisher':'Nihon Falcom Corporation','Games':1,'Sales':0.15},"
2015,Nintendo,32,27.08,"{'Publisher':'Nintendo','Games':32,'Sales':27.08},"
2015,Nippon Columbia,1,0.14,"{'Publisher':'Nippon Columbia','Games':1,'Sales':0.14},"
2015,Nippon Ichi Software,11,1.47,"{'Publisher':'Nippon Ichi Software','Games':11,'Sales':1.47},"
2015,Nitroplus,1,0.01,"{'Publisher':'Nitroplus','Games':1,'Sales':0.01},"
2015,Nordic Games,10,0.62,"{'Publisher':'Nordic Games','Games':10,'Sales':0.62},"
2015,Paradox Interactive,1,0.14,"{'Publisher':'Paradox Interactive','Games':1,'Sales':0.14},"
2015,PQube,8,0.52,"{'Publisher':'PQube','Games':8,'Sales':0.52},"
2015,Prototype,1,0.02,"{'Publisher':'Prototype','Games':1,'Sales':0.02},"
2015,Rain Games,1,0.01,"{'Publisher':'Rain Games','Games':1,'Sales':0.01},"
2015,Rebellion Developments,2,0.3,"{'Publisher':'Rebellion Developments','Games':2,'Sales':0.3},"
2015,Revolution Software,2,0.07,"{'Publisher':'Revolution Software','Games':2,'Sales':0.07},"
2015,Rocket Company,3,0.09,"{'Publisher':'Rocket Company','Games':3,'Sales':0.09},"
2015,Rondomedia,1,0.03,"{'Publisher':'Rondomedia','Games':1,'Sales':0.03},"
2015,Screenlife,1,0.07,"{'Publisher':'Screenlife','Games':1,'Sales':0.07},"
2015,Sega,10,1.55,"{'Publisher':'Sega','Games':10,'Sales':1.55},"
2015,Shogakukan,1,0.03,"{'Publisher':'Shogakukan','Games':1,'Sales':0.03},"
2015,Slightly Mad Studios,3,1.38,"{'Publisher':'Slightly Mad Studios','Games':3,'Sales':1.38},"
2015,Sony Computer Entertainment,10,11.01,"{'Publisher':'Sony Computer Entertainment','Games':10,'Sales':11.01},"
2015,Sony Computer Entertainment Europe,1,1.64,"{'Publisher':'Sony Computer Entertainment Europe','Games':1,'Sales':1.64},"
2015,Square Enix,16,8.86,"{'Publisher':'Square Enix','Games':16,'Sales':8.86},"
2015,Takara Tomy,1,0.11,"{'Publisher':'Takara Tomy','Games':1,'Sales':0.11},"
2015,Take-Two Interactive,17,15.03,"{'Publisher':'Take-Two Interactive','Games':17,'Sales':15.03},"
2015,Tecmo Koei,35,2.26,"{'Publisher':'Tecmo Koei','Games':35,'Sales':2.26},"
2015,Telltale Games,7,0.39,"{'Publisher':'Telltale Games','Games':7,'Sales':0.39},"
2015,TGL,3,0.09,"{'Publisher':'TGL','Games':3,'Sales':0.09},"
2015,TopWare Interactive,1,0.01,"{'Publisher':'TopWare Interactive','Games':1,'Sales':0.01},"
2015,Tru Blu Entertainment,6,0.25,"{'Publisher':'Tru Blu Entertainment','Games':6,'Sales':0.25},"
2015,Ubisoft,32,12.79,"{'Publisher':'Ubisoft','Games':32,'Sales':12.79},"
2015,Unknown,6,0.1,"{'Publisher':'Unknown','Games':6,'Sales':0.1},"
2015,Warner Bros. Interactive Entertainment,26,21.74,"{'Publisher':'Warner Bros. Interactive Entertainment','Games':26,'Sales':21.74},"
2015,WayForward Technologies,1,0.05,"{'Publisher':'WayForward Technologies','Games':1,'Sales':0.05},"
2015,Xseed Games,1,0.05,"{'Publisher':'Xseed Games','Games':1,'Sales':0.05},"
2015,Yacht Club Games,3,0.32,"{'Publisher':'Yacht Club Games','Games':3,'Sales':0.32},"
2016,505 Games,7,0.54,"{'Publisher':'505 Games','Games':7,'Sales':0.54},"
2016,5pb,2,0.04,"{'Publisher':'5pb','Games':2,'Sales':0.04},"
2016,Activision,14,3.67,"{'Publisher':'Activision','Games':14,'Sales':3.67},"
2016,Aksys Games,2,0.12,"{'Publisher':'Aksys Games','Games':2,'Sales':0.12},"
2016,Alternative Software,4,0.11,"{'Publisher':'Alternative Software','Games':4,'Sales':0.11},"
2016,Aqua Plus,3,0.1,"{'Publisher':'Aqua Plus','Games':3,'Sales':0.1},"
2016,Astragon,1,0.02,"{'Publisher':'Astragon','Games':1,'Sales':0.02},"
2016,Atari,1,0.02,"{'Publisher':'Atari','Games':1,'Sales':0.02},"
2016,Atlus,2,0.46,"{'Publisher':'Atlus','Games':2,'Sales':0.46},"
2016,Avanquest,2,0.04,"{'Publisher':'Avanquest','Games':2,'Sales':0.04},"
2016,Bethesda Softworks,3,2.25,"{'Publisher':'Bethesda Softworks','Games':3,'Sales':2.25},"
2016,Broccoli,2,0.06,"{'Publisher':'Broccoli','Games':2,'Sales':0.06},"
2016,Capcom,18,2.12,"{'Publisher':'Capcom','Games':18,'Sales':2.12},"
2016,Codemasters,6,0.84,"{'Publisher':'Codemasters','Games':6,'Sales':0.84},"
2016,Compile Heart,1,0.02,"{'Publisher':'Compile Heart','Games':1,'Sales':0.02},"
2016,D3Publisher,3,0.08,"{'Publisher':'D3Publisher','Games':3,'Sales':0.08},"
2016,Deep Silver,11,0.97,"{'Publisher':'Deep Silver','Games':11,'Sales':0.97},"
2016,dramatic create,2,0.03,"{'Publisher':'dramatic create','Games':2,'Sales':0.03},"
2016,Dusenberry Martin Racing,2,0.05,"{'Publisher':'Dusenberry Martin Racing','Games':2,'Sales':0.05},"
2016,Electronic Arts,20,12.25,"{'Publisher':'Electronic Arts','Games':20,'Sales':12.25},"
2016,Epic Games,1,0.01,"{'Publisher':'Epic Games','Games':1,'Sales':0.01},"
2016,Experience Inc.,1,0.01,"{'Publisher':'Experience Inc.','Games':1,'Sales':0.01},"
2016,Focus Home Interactive,5,0.16,"{'Publisher':'Focus Home Interactive','Games':5,'Sales':0.16},"
2016,FuRyu,3,0.13,"{'Publisher':'FuRyu','Games':3,'Sales':0.13},"
2016,GungHo,1,0.2,"{'Publisher':'GungHo','Games':1,'Sales':0.2},"
2016,Happinet,1,0.04,"{'Publisher':'Happinet','Games':1,'Sales':0.04},"
2016,Hello Games,1,1.6,"{'Publisher':'Hello Games','Games':1,'Sales':1.6},"
2016,Idea Factory,7,0.12,"{'Publisher':'Idea Factory','Games':7,'Sales':0.12},"
2016,Insomniac Games,3,0.12,"{'Publisher':'Insomniac Games','Games':3,'Sales':0.12},"
2016,Inti Creates,1,0.01,"{'Publisher':'Inti Creates','Games':1,'Sales':0.01},"
2016,Introversion Software,1,0.02,"{'Publisher':'Introversion Software','Games':1,'Sales':0.02},"
2016,Kadokawa Games,2,0.22,"{'Publisher':'Kadokawa Games','Games':2,'Sales':0.22},"
2016,Koch Media,3,0.04,"{'Publisher':'Koch Media','Games':3,'Sales':0.04},"
2016,Konami Digital Entertainment,8,1.21,"{'Publisher':'Konami Digital Entertainment','Games':8,'Sales':1.21},"
2016,Level 5,2,1.82,"{'Publisher':'Level 5','Games':2,'Sales':1.82},"
2016,Marvelous Entertainment,1,0.01,"{'Publisher':'Marvelous Entertainment','Games':1,'Sales':0.01},"
2016,Marvelous Interactive,1,0.19,"{'Publisher':'Marvelous Interactive','Games':1,'Sales':0.19},"
2016,Microids,2,0.04,"{'Publisher':'Microids','Games':2,'Sales':0.04},"
2016,Microsoft Game Studios,4,1.42,"{'Publisher':'Microsoft Game Studios','Games':4,'Sales':1.42},"
2016,Milestone S.r.l,2,0.05,"{'Publisher':'Milestone S.r.l','Games':2,'Sales':0.05},"
2016,Milestone S.r.l.,3,0.14,"{'Publisher':'Milestone S.r.l.','Games':3,'Sales':0.14},"
2016,MLB.com,1,0.04,"{'Publisher':'MLB.com','Games':1,'Sales':0.04},"
2016,N/A,2,0.03,"{'Publisher':'N/A','Games':2,'Sales':0.03},"
2016,Namco Bandai Games,40,6.49,"{'Publisher':'Namco Bandai Games','Games':40,'Sales':6.49},"
2016,Nihon Falcom Corporation,3,0.13,"{'Publisher':'Nihon Falcom Corporation','Games':3,'Sales':0.13},"
2016,Nintendo,10,3.47,"{'Publisher':'Nintendo','Games':10,'Sales':3.47},"
2016,Nippon Columbia,1,0.06,"{'Publisher':'Nippon Columbia','Games':1,'Sales':0.06},"
2016,Nippon Ichi Software,12,0.57,"{'Publisher':'Nippon Ichi Software','Games':12,'Sales':0.57},"
2016,Nordic Games,3,0.03,"{'Publisher':'Nordic Games','Games':3,'Sales':0.03},"
2016,Paradox Development,1,0.01,"{'Publisher':'Paradox Development','Games':1,'Sales':0.01},"
2016,Paradox Interactive,2,0.06,"{'Publisher':'Paradox Interactive','Games':2,'Sales':0.06},"
2016,PQube,5,0.23,"{'Publisher':'PQube','Games':5,'Sales':0.23},"
2016,Prototype,1,0.01,"{'Publisher':'Prototype','Games':1,'Sales':0.01},"
2016,Rising Star Games,1,0.02,"{'Publisher':'Rising Star Games','Games':1,'Sales':0.02},"
2016,Rocket Company,1,0.03,"{'Publisher':'Rocket Company','Games':1,'Sales':0.03},"
2016,Screenlife,1,0.02,"{'Publisher':'Screenlife','Games':1,'Sales':0.02},"
2016,Sega,8,0.77,"{'Publisher':'Sega','Games':8,'Sales':0.77},"
2016,Sold Out,1,0.02,"{'Publisher':'Sold Out','Games':1,'Sales':0.02},"
2016,Sony Computer Entertainment,5,6.56,"{'Publisher':'Sony Computer Entertainment','Games':5,'Sales':6.56},"
2016,Square Enix,20,3.53,"{'Publisher':'Square Enix','Games':20,'Sales':3.53},"
2016,Stainless Games,1,0.01,"{'Publisher':'Stainless Games','Games':1,'Sales':0.01},"
2016,Take-Two Interactive,12,2.89,"{'Publisher':'Take-Two Interactive','Games':12,'Sales':2.89},"
2016,Tecmo Koei,17,0.92,"{'Publisher':'Tecmo Koei','Games':17,'Sales':0.92},"
2016,Telltale Games,4,0.21,"{'Publisher':'Telltale Games','Games':4,'Sales':0.21},"
